Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Rogue One: A Star Wars Story,https://www.imdb.com/title/tt3748528/?ref_=sr_t_1,2016,2h 13m,PG-13,7.8,704K,200000000,1058684742,533539991,155081681,['Gareth Edwards'],"['Chris Weitz', 'Tony Gilroy', 'John Knoll']","['Felicity Jones', 'Diego Luna', 'Alan Tudyk']","['Action Epic', 'Adventure Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Tragedy', 'Action', 'Adventure', 'Sci-Fi']",['United States'],[],[],['English'],0,85,2,2016
2. Finding Dory,https://www.imdb.com/title/tt2277860/?ref_=sr_t_2,2016,1h 37m,PG,7.2,314K,200000000,1029266989,486295561,135060273,"['Andrew Stanton', 'Angus MacLane']","['Andrew Stanton', 'Victoria Strouse']","['Ellen DeGeneres', 'Albert Brooks', ""Ed O'Neill""]","['Animal Adventure', 'Computer Animation', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],[],[],"['English', 'Indonesian']",0,48,1,2016
3. Captain America: Civil War,https://www.imdb.com/title/tt3498820/?ref_=sr_t_3,2016,2h 27m,PG-13,7.8,874K,250000000,1155046416,408084349,179139142,"['Anthony Russo', 'Joe Russo']","['Christopher Markus', 'Stephen McFeely', 'Joe Simon']","['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson']","['Superhero', 'Action', 'Sci-Fi']","['United States', 'Germany', 'Puerto Rico']",[],[],"['English', 'German', 'Xhosa', 'Russian', 'Romanian']",0,73,0,2016
4. The Secret Life of Pets,https://www.imdb.com/title/tt2709768/?ref_=sr_t_4,2016,1h 26m,PG,6.5,224K,75000000,875698161,368623860,104352905,['Chris Renaud'],"['Cinco Paul', 'Ken Daurio', 'Brian Lynch']","['Louis C.K.', 'Eric Stonestreet', 'Kevin Hart']","['Animal Adventure', 'Computer Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family']","['United States', 'Japan']",[],[],['English'],0,15,0,2016
5. The Jungle Book,https://www.imdb.com/title/tt3040964/?ref_=sr_t_5,2016,1h 46m,PG,7.3,297K,175000000,967724775,364001123,103261464,['Jon Favreau'],"['Justin Marks', 'Rudyard Kipling']","['Neel Sethi', 'Bill Murray', 'Ben Kingsley']","['Animal Adventure', 'Computer Animation', 'Jungle Adventure', 'Quest', 'Action', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']","['United Kingdom', 'United States', 'New Zealand', 'France', 'Canada', 'India']",[],[],['English'],0,56,0,2016
6. Deadpool,https://www.imdb.com/title/tt1431045/?ref_=sr_t_6,2016,1h 48m,R,8.0,1.2M,58000000,782837347,363070709,132434639,['Tim Miller'],"['Rhett Reese', 'Paul Wernick']","['Ryan Reynolds', 'Morena Baccarin', 'T.J. Miller']","['Dark Comedy', 'Gun Fu', 'Raunchy Comedy', 'Superhero', 'Action', 'Comedy']",['United States'],[],[],['English'],0,78,0,2016
7. Zootopia,https://www.imdb.com/title/tt2948356/?ref_=sr_t_7,2016,1h 48m,PG,8.0,568K,150000000,1025521689,341268248,75063401,"['Byron Howard', 'Rich Moore', 'Jared Bush']","['Byron Howard', 'Rich Moore', 'Jared Bush']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba']","['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']",['United States'],[],[],['English'],0,75,0,2016
8. Batman v Superman: Dawn of Justice,https://www.imdb.com/title/tt2975590/?ref_=sr_t_8,2016,2h 31m,R,6.5,765K,250000000,874362803,330360194,166007347,['Zack Snyder'],"['Bob Kane', 'Bill Finger', 'Jerry Siegel']","['Ben Affleck', 'Henry Cavill', 'Amy Adams']","['Superhero', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Morocco']",[],[],['English'],0,33,0,2016
9. Suicide Squad,https://www.imdb.com/title/tt1386697/?ref_=sr_t_9,2016,2h 3m,PG-13,5.9,735K,175000000,749200054,325100054,133682248,['David Ayer'],"['David Ayer', 'John Ostrander']","['Will Smith', 'Jared Leto', 'Margot Robbie']","['Dark Comedy', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['United States'],[],[],"['English', 'Japanese', 'Spanish']",0,41,0,2016
10. Sing,https://www.imdb.com/title/tt3470600/?ref_=sr_t_10,2016,1h 48m,PG,7.1,199K,75000000,634338409,270578425,35258145,"['Garth Jennings', 'Christophe Lourdelet']",['Garth Jennings'],"['Matthew McConaughey', 'Reese Witherspoon', 'Seth MacFarlane']","['Animal Adventure', 'Computer Animation', 'Jukebox Musical', 'Animation', 'Comedy', 'Family', 'Musical']","['Japan', 'United States']",[],[],"['English', 'Japanese']",0,25,0,2016
