Title,Year,Duration,MPA,Rating,Votes,meta_score,description,Movie Link
1. Star Wars: Episode VIII - The Last Jedi,2017,2h 32m,PG-13,6.9,687K,84,Rey develops her abilities with the help of Luke Skywalker as the Resistance prepares for battle against the First Order.,https://www.imdb.com/title/tt2527336/?ref_=sr_i_1
2. Beauty and the Beast,2017,2h 9m,PG,7.1,342K,65,"A brave, beautiful, and brilliant young woman is imprisoned by a beast in his castle. Despite her fears, she learns to see beyond the beast's hideous exterior and realize the gentle heart of the true prince within him.",https://www.imdb.com/title/tt2771200/?ref_=sr_i_2
3. Wonder Woman,2017,2h 21m,PG-13,7.3,713K,76,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",https://www.imdb.com/title/tt0451279/?ref_=sr_i_3
4. Jumanji: Welcome to the Jungle,2017,1h 59m,PG-13,7.0,468K,58,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",https://www.imdb.com/title/tt2283362/?ref_=sr_i_4
5. Guardians of the Galaxy Vol. 2,2017,2h 16m,PG-13,7.6,781K,67,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",https://www.imdb.com/title/tt3896198/?ref_=sr_i_5
6. Spider-Man: Homecoming,2017,2h 13m,PG-13,7.4,743K,73,Peter Parker tries to stop Adrian 'The Vulture' Toomes from selling weapons made with advanced Chitauri technology while trying to balance his life as an ordinary high school student.,https://www.imdb.com/title/tt2250912/?ref_=sr_i_6
7. It,2017,2h 15m,R,7.3,632K,69,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.",https://www.imdb.com/title/tt1396484/?ref_=sr_i_7
8. Thor: Ragnarok,2017,2h 10m,PG-13,7.9,841K,74,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",https://www.imdb.com/title/tt3501632/?ref_=sr_i_8
9. Despicable Me 3,2017,1h 29m,PG,6.3,164K,49,"Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.",https://www.imdb.com/title/tt3469046/?ref_=sr_i_9
10. Justice League,2017,2h,PG-13,6.0,487K,45,"Steppenwolf and his Parademons return after eons to capture Earth. However, Batman seeks the help of Wonder Woman to recruit and assemble Flash, Cyborg and Aquaman to fight the powerful new enemy.",https://www.imdb.com/title/tt0974015/?ref_=sr_i_10
11. Logan,2017,2h 17m,R,8.1,873K,77,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",https://www.imdb.com/title/tt3315342/?ref_=sr_i_11
12. The Fate of the Furious,2017,2h 16m,PG-13,6.6,260K,56,"When a mysterious woman seduces Dominic Toretto into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before.",https://www.imdb.com/title/tt4630562/?ref_=sr_i_12
13. Coco,2017,1h 45m,PG,8.4,630K,81,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://www.imdb.com/title/tt2380307/?ref_=sr_i_13
14. Dunkirk,2017,1h 46m,PG-13,7.8,761K,94,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",https://www.imdb.com/title/tt5013056/?ref_=sr_i_14
15. Get Out,2017,1h 44m,R,7.8,741K,85,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://www.imdb.com/title/tt5052448/?ref_=sr_i_15
16. The Lego Batman Movie,2017,1h 44m,PG,7.3,179K,75,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",https://www.imdb.com/title/tt4116284/?ref_=sr_i_16
17. The Boss Baby,2017,1h 37m,PG,6.3,147K,50,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",https://www.imdb.com/title/tt3874544/?ref_=sr_i_17
18. The Greatest Showman,2017,1h 45m,PG,7.5,324K,48,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.,https://www.imdb.com/title/tt1485796/?ref_=sr_i_18
19. Pirates of the Caribbean: Dead Men Tell No Tales,2017,2h 9m,PG-13,6.5,359K,39,Captain Jack Sparrow searches for the Trident of Poseidon to rule the sea while being pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle.,https://www.imdb.com/title/tt1790809/?ref_=sr_i_19
20. Kong: Skull Island,2017,1h 58m,PG-13,6.7,358K,62,"After the Vietnam war, a team of scientists explores an uncharted island in the Pacific, venturing into the domain of the mighty Kong and must fight to escape a primal Eden.",https://www.imdb.com/title/tt3731562/?ref_=sr_i_20
21. Cars 3,2017,1h 42m,G,6.7,131K,59,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,https://www.imdb.com/title/tt3606752/?ref_=sr_i_21
22. War for the Planet of the Apes,2017,2h 20m,PG-13,7.4,311K,82,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",https://www.imdb.com/title/tt3450958/?ref_=sr_i_22
23. Wonder,2017,1h 53m,PG,7.9,185K,66,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time.",https://www.imdb.com/title/tt2543472/?ref_=sr_i_23
24. Transformers: The Last Knight,2017,2h 34m,PG-13,5.2,174K,27,"A deadly threat from Earth's history reappears and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",https://www.imdb.com/title/tt3371366/?ref_=sr_i_24
